EntryID,Z-number,Anglealpha,Anglebeta,Anglegamma,a,b,c,ExperimentalMethod,DepositionDate,ReleaseDate,PDBID,TotalNumberofNon-polymerInstances,MolecularWeightperDepositedModel,NumberofDistinctNon-polymerEntities,RefinementResolution,EntryPolymerTypes,StructureDeterminationMethodology,AverageBFactor,RFree,RWork,RAll,RObserved,HighResolutionLimit,StuctureKeywords,SpaceGroup,NumberofDistinctFreeLigands,TotalNumberofFreeLigands,NumberofDistinctLigands,TotalNumberofLigands
4XKA,12,90,90,120,156.32,156.32,45.87,X-RAY DIFFRACTION,2015-01-10,2015-12-09,4XKA,3,29.57,2,2,Protein (only),experimental,38.538,0.25691,0.22821,NA,0.22962,2,CHAPERONE,P 62 2 2,2,3,2,3
4XKB,4,90,90,90,32.792,64.01,105.432,X-RAY DIFFRACTION,2015-01-11,2015-05-20,4XKB,1,27,1,1.501,Protein (only),experimental,NA,0.196,0.1603,NA,0.1621,1.501,LIGAND BINDING PROTEIN,P 21 21 21,1,1,1,1
4XKI,16,90,90,90,75.624,96.274,109.525,X-RAY DIFFRACTION,2015-01-12,2016-01-20,4XKI,12,35.23,4,2,Protein (only),experimental,NA,0.2152,0.1746,NA,0.1775,2,Growth Factor,C 2 2 21,4,12,4,12
4XKL,8,90,108.49,90,83.95,73.8,39.7,X-RAY DIFFRACTION,2015-01-12,2015-11-11,4XKL,8,26.08,3,2.1,Protein (only),experimental,26.996,0.24333,0.19382,NA,0.19635,2.1,PROTEIN BINDING/METAL BINDING PROTEIN,C 1 2 1,2,6,2,6
4XKN,4,90,90,90,62.49,67.2,115.53,X-RAY DIFFRACTION,2015-01-12,2015-02-11,4XKN,21,55.72,4,1.85,Protein (only),experimental,21.9,0.192,0.15,NA,0.152,1.85,TRANSPORT PROTEIN,P 21 21 21,3,20,3,20
4XKP,4,90,90,90,62.34,67.24,115.21,X-RAY DIFFRACTION,2015-01-12,2015-02-11,4XKP,13,54.98,4,1.9,Protein (only),experimental,21.7,0.191,0.158,NA,0.16,1.9,TRANSPORT PROTEIN,P 21 21 21,3,12,3,12
4XKQ,4,90,90,90,62.5,67.22,116.04,X-RAY DIFFRACTION,2015-01-12,2015-02-11,4XKQ,14,55.08,4,1.9,Protein (only),experimental,24.7,0.195,0.155,NA,0.157,1.9,TRANSPORT PROTEIN,P 21 21 21,3,13,3,13
4XKR,4,90,90,90,61.803,67.373,115.566,X-RAY DIFFRACTION,2015-01-12,2015-02-11,4XKR,23,55.87,6,1.75,Protein (only),experimental,NA,0.2028,0.1716,NA,0.1732,1.75,TRANSPORT PROTEIN,P 21 21 21,4,21,4,21
4XKS,96,90,90,90,127.27,196.01,201.87,X-RAY DIFFRACTION,2015-01-12,2015-12-16,4XKS,12,223.18,1,1.57,Protein (only),experimental,NA,0.1717,0.1489,NA,0.15,1.57,OXIDOREDUCTASE,C 2 2 21,1,12,1,12
4XKT,96,90,90,90,208.47,208.47,142.94,X-RAY DIFFRACTION,2015-01-12,2015-12-16,4XKT,13,223.27,1,1.82,Protein (only),experimental,NA,0.2057,0.1672,NA,0.1691,1.82,METAL BINDING PROTEIN,P 42 21 2,1,13,1,13
4XKU,96,90,90,90,207.56,207.56,142.59,X-RAY DIFFRACTION,2015-01-12,2015-12-16,4XKU,15,223.47,1,1.78,Protein (only),experimental,NA,0.2169,0.1879,NA,0.1894,1.78,METAL BINDING PROTEIN,P 42 21 2,1,15,1,15
4XKV,6,90,90,120,73.917,73.917,174.502,X-RAY DIFFRACTION,2015-01-12,2016-01-20,4XKV,5,64.53,3,2.1,Protein (only),experimental,22.591,0.2819,0.2267,NA,0.2296,2.1,VIRAL PROTEIN,P 3 2 1,2,4,2,4
4XKX,12,90,90,120,102.148,102.148,170.894,X-RAY DIFFRACTION,2015-01-12,2015-02-04,4XKX,7,46.96,3,1.8,Protein (only),experimental,25.32,0.2281,0.1923,NA,0.1941,1.8,Hydrolase/hydrolase inhibitor,P 61 2 2,3,7,3,7
4XKY,12,90,90,90,67.903,91.988,208.559,X-RAY DIFFRACTION,2015-01-12,2015-04-01,4XKY,2,131.31,2,2.1,Protein (only),experimental,38.834,0.22054,0.18463,NA,0.18647,2.1,LYASE,P 21 21 21,1,1,1,1
4XKZ,8,90,90,90,103.36,103.36,79.14,X-RAY DIFFRACTION,2015-01-12,2015-02-11,4XKZ,6,31.54,2,1.95,Protein (only),experimental,35.286,0.1934,0.1558,NA,0.1576,1.95,LIGASE,P 4 21 2,2,6,2,6
4XL2,8,90,90,90,203.227,53.987,72.968,X-RAY DIFFRACTION,2015-01-13,2015-10-07,4XL2,12,85.87,3,1.77,Protein (only),experimental,32.174,0.19102,0.15479,NA,0.15662,1.77,TRANSFERASE,P 21 21 2,3,12,3,12
4XL3,8,90,90,90,204.416,54.29,73.277,X-RAY DIFFRACTION,2015-01-13,2015-10-07,4XL3,6,85.24,1,1.7,Protein (only),experimental,21.856,0.1919,0.1529,NA,0.1548,1.7,TRANSFERASE,P 21 21 2,1,6,1,6
4XL4,8,90,90,90,204.307,54.171,73.112,X-RAY DIFFRACTION,2015-01-13,2015-10-07,4XL4,9,86.87,2,1.9,Protein (only),experimental,24.167,0.1826,0.142,NA,0.1441,1.9,TRANSFERASE,P 21 21 2,2,9,2,9
4XL8,12,90,90,90,63.77,81.61,92.65,X-RAY DIFFRACTION,2015-01-13,2015-01-21,4XL8,8,68.64,7,1.65,Protein (only),experimental,18.95,0.1737,0.151,NA,0.1522,1.65,VIRAL PROTEIN,P 21 21 21,7,8,7,8
4XL9,6,90,90,120,73.495,73.495,174.472,X-RAY DIFFRACTION,2015-01-13,2016-01-20,4XL9,3,64.53,3,2.02,Protein (only),experimental,26.399,0.2432,0.1873,NA,0.1901,2.02,VIRAL PROTEIN,P 3 2 1,2,2,2,2
4XLC,6,90,90,120,74.176,74.176,174.695,X-RAY DIFFRACTION,2015-01-13,2016-01-20,4XLC,7,64.96,3,1.85,Protein (only),experimental,22.597,0.199,0.1479,NA,0.1505,1.85,VIRAL PROTEIN,P 3 2 1,2,5,2,5
4XLG,6,90,90,120,135.79,135.79,56.71,X-RAY DIFFRACTION,2015-01-13,2015-03-25,4XLG,4,46,2,1.78,Protein (only),experimental,NA,0.1818,0.1578,NA,0.1589,1.78,HYDROLASE,P 63,1,2,1,2
4XLH,6,90,90,120,73.975,73.975,174.328,X-RAY DIFFRACTION,2015-01-13,2016-01-20,4XLH,7,64.86,3,1.91,Protein (only),experimental,23.005,0.2104,0.1574,NA,0.1601,1.91,VIRAL PROTEIN,P 3 2 1,2,6,2,6
4XLO,32,90,90,90,166.06,175.02,132.29,X-RAY DIFFRACTION,2015-01-13,2015-01-28,4XLO,4,203.44,1,1.67,Protein (only),experimental,23.32,0.2298,0.1847,NA,0.1874,1.67,OXIDOREDUCTASE,C 2 2 2,1,4,1,4
4XLY,8,90,90,90,65.814,65.814,136.244,X-RAY DIFFRACTION,2015-01-14,2015-02-04,4XLY,2,67.71,1,1.82,Protein (only),experimental,NA,0.24,0.2,NA,NA,1.82,HYDROLASE,P 41,1,2,1,2
4XLZ,6,74.69,74.68,74.68,93.895,93.88,93.877,X-RAY DIFFRACTION,2015-01-14,2015-06-10,4XLZ,95,197.53,4,1.51,Protein (only),experimental,21.222,0.16714,0.15183,NA,0.1526,1.51,METAL BINDING PROTEIN,P 1,3,77,3,77
4XM1,6,66.39,84.7,61.95,74.353,77.847,93.511,X-RAY DIFFRACTION,2015-01-14,2015-06-10,4XM1,22,188.39,4,1.8,Protein (only),experimental,39.105,0.2902,0.23814,NA,0.24076,1.8,METAL BINDING PROTEIN,P 1,3,14,3,14
4XMA,4,90,90,90,76.468,82.672,116.553,X-RAY DIFFRACTION,2015-01-14,2016-02-03,4XMA,4,73.98,2,2.09,Protein (only),experimental,16.55,0.2401,0.1813,NA,0.1843,2.09,HYDROLASE,P 21 21 21,2,4,2,4
4XMF,2,90,116.87,90,38.338,66.722,38.825,X-RAY DIFFRACTION,2015-01-14,2015-07-29,4XMF,2,21.49,2,1.6,Protein (only),experimental,NA,0.2071,0.1583,NA,0.1609,1.6,TRANSPORT PROTEIN,P 1 21 1,1,1,1,1
4XMG,2,90,116.5,90,38.264,66.747,38.561,X-RAY DIFFRACTION,2015-01-14,2015-07-29,4XMG,2,21.45,2,1.8,Protein (only),experimental,NA,0.217,0.178,NA,0.18,1.8,TRANSPORT PROTEIN,P 1 21 1,1,1,1,1
4XMI,4,90,90,90,76.295,82.651,117.152,X-RAY DIFFRACTION,2015-01-14,2016-01-13,4XMI,7,74.01,2,1.97,Protein (only),experimental,17.67,0.2061,0.1645,NA,0.1666,1.97,HYDROLASE,P 21 21 21,2,7,2,7
4XMO,4,90,90,90,41.951,43.395,157.974,X-RAY DIFFRACTION,2015-01-14,2015-03-11,4XMO,1,35.64,1,1.75,Protein (only),experimental,26.896,0.2383,0.1865,NA,0.1891,1.75,Transferase/transferase inhibitor,P 21 21 21,1,1,1,1
4XMP,4,90,90,90,69.713,82.496,163.066,X-RAY DIFFRACTION,2015-01-15,2015-04-29,4XMP,13,90.55,2,1.7831,Protein (only),experimental,49.8852,0.2012,0.1646,NA,0.1664,1.7831,IMMUNE SYSTEM,P 21 21 21,1,2,1,2
4XMQ,4,90,94.46,90,42.33,137.51,49.1,X-RAY DIFFRACTION,2015-01-15,2015-11-04,4XMQ,1,57.5,1,1.5,Protein (only),experimental,25.849,0.1887,0.1382,NA,0.1407,1.5,SIGNALING PROTEIN,P 1 21 1,1,1,1,1
4XMT,6,90,90,120,120.473,120.473,170.62,X-RAY DIFFRACTION,2015-01-15,2016-03-02,4XMT,19,99.87,5,2,Protein (only),experimental,24.622,0.16945,0.12814,NA,0.13016,2,HYDROLASE,P 31 2 1,3,11,3,11
4XMW,6,90,90,120,120.214,120.214,170.546,X-RAY DIFFRACTION,2015-01-15,2016-02-10,4XMW,12,99.26,5,2.2,Protein (only),experimental,31.773,0.20491,0.148,NA,0.15078,2.2,HYDROLASE,P 31 2 1,3,4,3,4
4XMZ,6,90,90,120,120.638,120.638,171.304,X-RAY DIFFRACTION,2015-01-15,2016-01-27,4XMZ,11,99.07,4,2.15,Protein (only),experimental,22.476,0.18144,0.14312,NA,0.14511,2.15,HYDROLASE,P 31 2 1,2,2,2,2
4XN0,6,90,90,120,74.342,74.342,174.898,X-RAY DIFFRACTION,2015-01-15,2016-01-27,4XN0,5,64.6,3,1.75,Protein (only),experimental,24.821,0.1928,0.1512,NA,0.1533,1.75,VIRAL PROTEIN,P 3 2 1,2,4,2,4
4XN1,6,90,90,120,120.214,120.214,170.546,X-RAY DIFFRACTION,2015-01-15,2016-03-02,4XN1,15,99.36,4,2.2,Protein (only),experimental,32.21,0.20723,0.15037,NA,0.15314,2.2,HYDROLASE,P 31 2 1,2,4,2,4
4XN2,6,90,90,120,120.277,120.277,169.813,X-RAY DIFFRACTION,2015-01-15,2016-03-02,4XN2,18,99.41,5,2.11,Protein (only),experimental,22.088,0.16486,0.12358,NA,0.12562,2.11,HYDROLASE,P 31 2 1,3,6,3,6
4XN4,6,90,90,120,120.426,120.426,170.215,X-RAY DIFFRACTION,2015-01-15,2016-03-02,4XN4,19,99.91,5,1.99,Protein (only),experimental,23.519,0.16302,0.1265,NA,0.1283,1.99,HYDROLASE,P 31 2 1,3,10,3,10
4XN8,6,90,90,120,120.295,120.295,170.132,X-RAY DIFFRACTION,2015-01-15,2016-03-02,4XN8,21,99.45,4,1.89,Protein (only),experimental,21.849,0.15455,0.12529,NA,0.12678,1.89,HYDROLASE,P 31 2 1,2,5,2,5
4XNB,6,90,90,120,120.191,120.191,169.921,X-RAY DIFFRACTION,2015-01-15,2016-03-02,4XNB,36,101.4,5,1.95,Protein (only),experimental,24.262,0.16476,0.13218,NA,0.13383,1.95,HYDROLASE,P 31 2 1,3,27,3,27
4XND,6,90,90,120,121.12,121.12,170.781,X-RAY DIFFRACTION,2015-01-15,2016-03-02,4XND,46,102.46,5,1.93,Protein (only),experimental,24.599,0.16612,0.13342,NA,0.13507,1.93,HYDROLASE,P 31 2 1,3,37,3,37
4XNE,2,90,109.13,90,49.15,71.56,60.94,X-RAY DIFFRACTION,2015-01-15,2015-08-12,4XNE,2,40.67,2,1.8,Protein (only),experimental,33.602,0.218,0.1776,NA,0.1796,1.8,TRANSFERASE,P 1 21 1,2,2,2,2
4XNF,6,90,90,120,74.222,74.222,174.337,X-RAY DIFFRACTION,2015-01-15,2016-01-27,4XNF,8,64.94,3,1.68,Protein (only),experimental,21.294,0.1958,0.1542,NA,0.1563,1.68,VIRAL PROTEIN,P 3 2 1,2,6,2,6
4XNH,4,90,90,90,84.475,114.515,146.978,X-RAY DIFFRACTION,2015-01-15,2016-07-20,4XNH,3,149.79,3,2.1,Protein (only),experimental,NA,0.2277,0.1682,NA,0.1713,2.1,TRANSFERASE,P 21 21 21,3,3,3,3
4XNN,8,90,108.23,90,128.29,47.02,173.5,X-RAY DIFFRACTION,2015-01-15,2016-01-27,4XNN,2,96.64,1,1.9,Protein (only),experimental,31.657,0.2095,0.1637,NA,0.166,1.9,HYDROLASE,C 1 2 1,1,2,1,2
4XNV,9,90,90,120,66.27,66.27,239.07,X-RAY DIFFRACTION,2015-01-16,2015-04-01,4XNV,15,52.92,6,2.2,Protein (only),experimental,63.8,0.2303,0.2066,NA,0.2078,2.2,TRANSPORT PROTEIN/INHIBITOR,H 3,5,14,5,14
4XO3,6,90,90,120,120.299,120.299,169.601,X-RAY DIFFRACTION,2015-01-16,2016-01-27,4XO3,17,99.39,5,2,Protein (only),experimental,22.7,0.16531,0.12432,NA,0.12636,2,HYDROLASE,P 31 2 1,3,5,3,5
4XO4,6,90,90,120,120.509,120.509,170.283,X-RAY DIFFRACTION,2015-01-16,2016-01-27,4XO4,15,100.09,5,2.18,Protein (only),experimental,27.692,0.16963,0.132,NA,0.13389,2.18,HYDROLASE,P 31 2 1,3,7,3,7
4XO5,6,90,90,120,120.482,120.482,170.424,X-RAY DIFFRACTION,2015-01-16,2016-01-20,4XO5,22,99.98,5,1.98,Protein (only),experimental,23.803,0.15844,0.1281,NA,0.12961,1.98,HYDROLASE,P 31 2 1,3,11,3,11
4XO7,4,90,106.25,90,52.9,86.65,76.99,X-RAY DIFFRACTION,2015-01-16,2016-02-17,4XO7,6,75.82,3,1.75,Protein (only),experimental,13.7,0.205,0.162,NA,0.164,1.75,OXIDOREDUCTASE,P 1 21 1,3,6,3,6
4XO8,8,90,90,90,62.97,68.39,95.94,X-RAY DIFFRACTION,2015-01-16,2016-01-27,4XO8,2,34.39,1,1.698,Protein (only),experimental,NA,0.1954,0.1707,NA,0.1719,1.698,CELL ADHESION,P 21 21 21,1,2,1,2
4XOG,4,90,90,90,76.375,82.498,116.744,X-RAY DIFFRACTION,2015-01-16,2016-02-03,4XOG,5,74.54,3,2.09,Protein (only),experimental,16.97,0.2246,0.1769,NA,0.1793,2.09,HYDROLASE,P 21 21 21,3,5,3,5
4XOI,2,77.87,74.14,85.73,54.311,52.434,103.101,X-RAY DIFFRACTION,2015-01-16,2015-07-15,4XOI,4,100.98,2,2.092,Protein (only),experimental,NA,0.2061,0.1726,NA,0.1737,2.092,CELL CYCLE,P 1,1,2,1,2
4XOM,32,90,90,90,136.937,136.937,102.089,X-RAY DIFFRACTION,2015-01-16,2016-02-17,4XOM,2,89.6,1,1.9,Protein (only),experimental,32.677,0.26777,0.23139,NA,0.23318,1.9,UNKNOWN FUNCTION,P 41 21 2,1,2,1,2
4XON,6,90,90,120,74.172,74.172,174.611,X-RAY DIFFRACTION,2015-01-16,2016-01-27,4XON,5,64.87,3,2.1,Protein (only),experimental,29.597,0.2352,0.1734,NA,0.1766,2.1,VIRAL PROTEIN,P 3 2 1,2,4,2,4
4XOO,32,90,90,90,137.135,137.135,101.395,X-RAY DIFFRACTION,2015-01-16,2016-02-17,4XOO,4,91.24,1,2.1,Protein (only),experimental,44.107,0.26902,0.23155,NA,0.2334,2.1,UNKNOWN FUNCTION,P 41 21 2,1,4,1,4
4XOQ,32,90,90,90,136.612,136.612,101.743,X-RAY DIFFRACTION,2015-01-16,2016-02-17,4XOQ,7,92.79,2,2.05,Protein (only),experimental,32.848,0.2452,0.21158,NA,0.21328,2.05,UNKNOWN FUNCTION,P 41 21 2,2,7,2,7
4XOS,4,90,110.19,90,48.04,50.88,63.02,X-RAY DIFFRACTION,2015-01-16,2015-06-03,4XOS,4,34.8,2,1.559,Protein (only),experimental,NA,0.1929,0.1603,NA,0.162,1.559,ANTITUMOR PROTEIN,P 1 21 1,2,4,2,4
4XOY,2,90,109.51,90,49.178,71.417,61.263,X-RAY DIFFRACTION,2015-01-16,2015-08-12,4XOY,2,41.34,2,2.1,Protein (only),experimental,NA,0.2185,0.1787,NA,0.1825,2.1,TRANSFERASE,P 1 21 1,2,2,2,2
4XOZ,2,90,108.6,90,49.17,71.55,60.89,X-RAY DIFFRACTION,2015-01-16,2015-08-12,4XOZ,2,41.24,2,1.95,Protein (only),experimental,35.4385,0.1883,0.1452,NA,0.1474,1.95,TRANSFERASE,P 1 21 1,2,2,2,2
4XP2,2,90,108.93,90,48.637,70.314,59.827,X-RAY DIFFRACTION,2015-01-16,2015-08-12,4XP2,5,41.45,3,1.748,Protein (only),experimental,28.6376,0.2263,0.1852,NA,0.1873,1.748,TRANSFERASE,P 1 21 1,3,5,3,5
4XP3,2,90,108.91,90,48.6,69.683,59.819,X-RAY DIFFRACTION,2015-01-16,2015-08-12,4XP3,13,42.05,3,1.782,Protein (only),experimental,NA,0.1789,0.1488,NA,0.1503,1.782,TRANSFERASE,P 1 21 1,3,13,3,13
4XP7,2,90,95.71,90,46.252,49.562,69.612,X-RAY DIFFRACTION,2015-01-16,2015-01-28,4XP7,1,39.13,1,1.9,Protein (only),experimental,36.622,0.2065,0.1679,NA,0.1699,1.9,OXIDOREDUCTASE,P 1 21 1,1,1,1,1
4XPI,4,90,111.14,90,80.804,130.83,108.11,X-RAY DIFFRACTION,2015-01-17,2015-10-14,4XPI,25,234.06,6,1.97,Protein (only),experimental,41.796,0.26359,0.21303,NA,0.21557,1.97,OXIDOREDUCTASE,P 1 21 1,3,19,3,19
4XPL,4,90,90,90,42.421,110.495,40.785,X-RAY DIFFRACTION,2015-01-17,2015-03-18,4XPL,1,20.19,1,1.95,Protein (only),experimental,29.9,0.2294,0.1878,NA,0.1898,1.95,TRANSFERASE,P 21 21 2,1,1,1,1
4XPO,8,90,90,90,111.869,111.869,114.186,X-RAY DIFFRACTION,2015-01-17,2015-05-20,4XPO,5,81.8,2,2.1,Protein (only),experimental,26.762,0.18709,0.1534,NA,0.15514,2.1,HYDROLASE,P 43 21 2,2,5,2,5
4XPQ,8,90,90,90,112.004,112.004,114.418,X-RAY DIFFRACTION,2015-01-17,2015-05-20,4XPQ,9,82.35,3,1.85,Protein (only),experimental,20.741,0.16829,0.14061,NA,0.14203,1.85,HYDROLASE,P 43 21 2,3,9,3,9
4XPR,8,90,90,90,112.028,112.028,114.752,X-RAY DIFFRACTION,2015-01-17,2015-05-20,4XPR,6,81.76,1,2.01,Protein (only),experimental,27.598,0.18487,0.15026,NA,0.15201,2.01,HYDROLASE,P 43 21 2,1,6,1,6
4XPS,8,90,90,90,111.954,111.954,113.991,X-RAY DIFFRACTION,2015-01-17,2015-05-20,4XPS,5,81.89,3,2.1,Protein (only),experimental,32.018,0.24906,0.19707,NA,0.19963,2.1,HYDROLASE,P 43 21 2,1,3,1,3
4XQ0,4,90,90,90,55.422,80.255,89.196,X-RAY DIFFRACTION,2015-01-18,2015-03-04,4XQ0,6,43.36,2,1.85,Protein (only),experimental,31.04,0.201,0.158,NA,0.16,1.85,HYDROLASE,P 21 21 21,1,5,1,5
4XQ2,64,90,90,90,146.855,146.981,349.905,X-RAY DIFFRACTION,2015-01-18,2015-04-15,4XQ2,51,335.2,4,2.1,Protein (only),experimental,NA,0.183,0.143,NA,0.145,2.1,LYASE,I 2 2 2,4,51,4,51
4XQ6,4,90,106.21,90,48.335,106.921,65.089,X-RAY DIFFRACTION,2015-01-19,2016-01-20,4XQ6,8,74.05,3,2,Protein (only),experimental,28.673,0.2312,0.17607,NA,0.17895,2,OXIDOREDUCTASE,P 1 21 1,2,7,2,7
4XQ9,8,90,90,90,60.057,110.675,157.49,X-RAY DIFFRACTION,2015-01-19,2016-01-27,4XQ9,4,106.4,2,1.6,Protein (only),experimental,25.5583,0.2043,0.1614,NA,0.1635,1.6,TRANSFERASE,P 2 21 21,2,4,2,4
4XQB,6,90,94.47,90,61.44,70.32,74.48,X-RAY DIFFRACTION,2015-01-19,2015-07-29,4XQB,12,67.13,3,1.597,Protein (only),experimental,21.13,0.1784,0.1569,NA,0.158,1.597,VIRAL PROTEIN,P 1 21 1,2,8,2,8
4XQD,8,90,117.51,90,80.863,69.63,78.185,X-RAY DIFFRACTION,2015-01-19,2015-09-23,4XQD,7,42.34,2,1.5,Protein (only),experimental,19.67,0.2233,0.1899,NA,0.1916,1.5,HYDROLASE,C 1 2 1,2,7,2,7
4XQF,6,90,90,120,74.121,74.121,175.467,X-RAY DIFFRACTION,2015-01-19,2016-01-27,4XQF,5,64.76,3,1.55,Protein (only),experimental,18.113,0.1892,0.1586,NA,0.1601,1.55,VIRAL PROTEIN,P 3 2 1,2,4,2,4
4XQM,8,90,90,90,57.571,57.571,58.321,X-RAY DIFFRACTION,2015-01-19,2015-07-22,4XQM,1,10.72,1,1.625,Protein (only),experimental,17.69,0.1969,0.1673,NA,0.1703,1.625,HYDROLASE,I 4,1,1,1,1
4XQR,8,90,90,90,110.85,110.85,78.08,X-RAY DIFFRACTION,2015-01-20,2016-01-20,4XQR,1,43.24,1,2.15,Protein (only),experimental,69.975,0.22475,0.18502,NA,0.18703,2.15,TRANSFERASE,P 41 21 2,1,1,1,1
4XQT,8,90,90,90,110.34,110.34,78.52,X-RAY DIFFRACTION,2015-01-20,2016-01-20,4XQT,5,43.41,2,2.1,Protein (only),experimental,63.379,0.22684000000000001,0.19104,NA,0.19292,2.1,TRANSFERASE,P 41 21 2,1,2,1,2
4XQW,4,90,90,90,47.99,59.627,69.552,X-RAY DIFFRACTION,2015-01-20,2015-09-23,4XQW,6,21.57,2,1.5,Protein (only),experimental,19.5,0.1786,0.1742,NA,0.1744,1.5,HYDROLASE,P 21 21 21,2,6,2,6
4XR4,8,90,90,90,54.857,108.555,161.323,X-RAY DIFFRACTION,2015-01-20,2016-01-27,4XR4,21,108.37,5,1.626,Protein (only),experimental,22.8389,0.1711,0.1364,NA,0.1381,1.626,TRANSFERASE,P 2 21 21,5,21,5,21
4XR5,8,90,90,90,114.942,171.213,45.343,X-RAY DIFFRACTION,2015-01-20,2016-01-27,4XR5,5,94.69,3,2.05,Protein (only),experimental,51.8461,0.2471,0.2212,NA,0.2225,2.05,TRANSFERASE,P 21 21 2,3,5,3,5
4XR9,4,90,103.59,90,70.682,87.04,70.66,X-RAY DIFFRACTION,2015-01-20,2015-02-11,4XR9,4,96.62,4,1.95,Protein (only),experimental,40.83,0.2046,0.1711,NA,0.1728,1.95,OXIDOREDUCTASE,P 1 21 1,3,3,3,3
4XRA,40,90,90,90,127.069,171.92,135.29,X-RAY DIFFRACTION,2015-01-20,2016-01-20,4XRA,13,103.67,3,1.75,Protein (only),experimental,NA,0.2,0.1706,NA,0.172,1.75,OXIDOREDUCTASE,C 2 2 21,2,10,2,10
4XRB,8,90,90,90,71.355,96.608,75.525,X-RAY DIFFRACTION,2015-01-20,2016-02-24,4XRB,2,28.57,2,1.9,Protein (only),experimental,36.43,0.2005,0.1756,NA,0.1768,1.9,OXIDOREDUCTASE,C 2 2 21,2,2,2,2
4XRF,12,90,90,120,111.172,111.172,67.368,X-RAY DIFFRACTION,2015-01-21,2016-02-10,4XRF,10,17.58,6,2.16,Protein (only),experimental,45.695,0.2384,0.2131,NA,0.2144,2.16,TRANSCRIPTION,P 62 2 2,5,9,5,9
4XRI,4,90,90,90,62.86,85.04,207.75,X-RAY DIFFRACTION,2015-01-21,2016-01-27,4XRI,18,98.33,2,2.05,Protein (only),experimental,54.9612,0.227,0.1983,NA,0.1997,2.05,TRANSPORT PROTEIN,P 21 21 21,2,18,2,18
4XRJ,2,90,108.7,90,49.155,71.48,60.76,X-RAY DIFFRACTION,2015-01-21,2015-08-12,4XRJ,2,40.8,2,1.69,Protein (only),experimental,27.652,0.18,0.1359,NA,0.1381,1.69,APOPTOSIS,P 1 21 1,2,2,2,2
4XRN,32,90,90,90,75.526,75.526,195.37,X-RAY DIFFRACTION,2015-01-21,2016-02-03,4XRN,22,57.59,2,2,Protein (only),experimental,NA,0.2738,0.2307,NA,0.2328,2,UNKNOWN FUNCTION,P 41 21 2,1,12,1,12
4XRQ,6,90,90,120,90.35,90.35,56.93,X-RAY DIFFRACTION,2015-01-21,2015-07-15,4XRQ,1,25.89,1,1.95,Protein (only),experimental,35.385,0.2212,0.189,NA,0.1906,1.95,VIRAL PROTEIN,P 6,1,1,1,1
4XRT,8,90,90,90,59.976,92.433,138.529,X-RAY DIFFRACTION,2015-01-21,2015-12-02,4XRT,2,74.32,1,1.952,Protein (only),experimental,NA,0.2093,0.178,NA,0.1792,1.952,LYASE,P 21 21 21,1,2,1,2
4XRW,8,90,90,90,63.68,63.68,170.371,X-RAY DIFFRACTION,2015-01-21,2015-12-02,4XRW,1,36.43,1,1.79,Protein (only),experimental,NA,0.2193,0.1803,NA,0.1826,1.79,LYASE,P 41 21 2,1,1,1,1
4XS1,40,90,90,90,126.989,171.88,135.92,X-RAY DIFFRACTION,2015-01-21,2016-01-27,4XS1,9,103.59,3,2.1,Protein (only),experimental,NA,0.2183,0.1885,NA,0.1899,2.1,OXIDOREDUCTASE,C 2 2 21,2,6,2,6
4XS9,24,90,90,120,89.798,89.798,303.038,X-RAY DIFFRACTION,2015-01-22,2016-01-27,4XS9,2,79.66,1,2.002,Protein (only),experimental,NA,0.1913,0.1707,NA,0.1715,2.002,TRANSFERASE,P 65 2 2,1,2,1,2
4XSG,3,90,90,120,50.745,50.745,135.871,X-RAY DIFFRACTION,2015-01-22,2015-06-24,4XSG,4,46.21,3,1.8,Protein (only),experimental,40.646,0.22274,0.17483,NA,0.17714,1.8,SIGNALING PROTEIN/Transferase,P 32,2,3,2,3
4XSJ,6,90,90,120,98.085,98.085,62.409,X-RAY DIFFRACTION,2015-01-22,2015-09-16,4XSJ,3,30.08,1,1.8,Protein (only),experimental,29.253,0.19,0.127,NA,0.13,1.8,TRANSPORT PROTEIN,P 65,1,3,1,3
4XSK,9,90,90,120,121.025,121.025,42.774,X-RAY DIFFRACTION,2015-01-22,2016-02-03,4XSK,6,28.43,3,1.5,Protein (only),experimental,18.238,0.20865,0.17394,NA,0.1757,1.5,BLOOD CLOTTING,H 3,3,6,3,6
4XSL,8,90,98.74,90,52.271,124.552,93.319,X-RAY DIFFRACTION,2015-01-22,2016-01-27,4XSL,18,136.94,2,1.6,Protein (only),experimental,15.2,0.205,0.178,NA,0.181,1.6,ISOMERASE,P 1 21 1,1,14,1,14
4XSO,16,90,90,90,78.289,133.469,142.812,X-RAY DIFFRACTION,2015-01-22,2016-01-13,4XSO,4,85.12,1,2.01,Protein (only),experimental,41.148,0.24567,0.19446,NA,0.19711,2.01,TRANSFERASE,C 2 2 21,1,4,1,4
4XSP,16,90,90,90,78.883,133.223,143.019,X-RAY DIFFRACTION,2015-01-22,2016-01-13,4XSP,3,85.34,2,2.15,Protein (only),experimental,42.134,0.24371,0.20584,NA,0.20776,2.15,TRANSFERASE,C 2 2 21,2,3,2,3
